sectorName,Accounting,Administrative Assistance,Architecture,Arts & Entertainment,Banking & Finance,Childcare,Civil Engineering,Cleaning & Sanitation,Community & Social Service,Construction,Customer Service,Data & Analytics,Dental,Driving,Education & Instruction,Electrical Engineering,Food Preparation & Service,Headline,Hospitality & Tourism,Human Resources,"IT Infrastructure, Operations & Support",IT Systems & Solutions,Industrial Engineering,Installation & Maintenance,Legal,Loading & Stocking,Logistic Support,Management,Marketing,Media & Communications,Medical Information,Medical Technician,Nursing,Personal Care & Home Health,Pharmacy,Physicians & Surgeons,Production & Manufacturing,Project Management,Retail,Sales,Scientific Research & Development,Security & Public Safety,Software Development,Sports,Therapy,Veterinary
Nursing,0.9442509286736189,0.9592775067023901,0.9377736343182497,0.8880964561179764,0.847607739616895,0.93160090147885,0.7156208907641286,0.8940218301549933,0.9480755948456596,0.8560064301019852,0.8340529981198885,0.7620741004519024,0.7820866701074447,0.8185949830887695,0.8066750949348762,0.9454167479506251,0.9209146713737876,0.9645970394989051,0.9172447768568655,0.8327559458905769,0.826047845815453,0.7873302219179548,0.9188594778238335,0.9490881633433752,0.9100664633020642,0.7963095795901709,0.9170354808108101,0.9505119248529151,0.770042915420106,0.8261984930762709,0.9375712827051141,0.9768187113404843,1.0,0.9157509753634793,0.9307616644460651,0.5965005181791432,0.9236442408117265,0.9336856624974921,0.9012027662345712,0.8647019579055969,0.8717677294206426,0.9481829833425927,0.7145431825163538,0.5639503977439376,0.6089365318638109,0.8670017170293653
Personal Care & Home Health,0.8412695047225666,0.8711753282766765,0.861372813624946,0.7731618201780338,0.704676921467853,0.9436063973270634,0.8282087323044136,0.8207008154346744,0.9585995665391317,0.8615681308299036,0.7204770546687662,0.5639888125110811,0.894362063627632,0.9020096080025657,0.8916972333780253,0.914760773123857,0.9323419834493925,0.9123571383476647,0.9090081113926719,0.7042861301001055,0.6248135412267295,0.6095750035367001,0.7610018364067377,0.9554240921530519,0.9270660948697728,0.6749253917648227,0.8860282669281282,0.8915150008014328,0.6312904547203035,0.6578603457562814,0.8062615096875042,0.9631486777367787,0.9157509753634793,1.0,0.8833633677705522,0.7802651461036676,0.8242620218794978,0.8550648606417061,0.8359620498034277,0.8046083849556988,0.6850357492268362,0.9176667881185006,0.5144151882089242,0.7692540453980056,0.8211353746691014,0.949062072073363
Pharmacy,0.8994227463380121,0.8816128457001904,0.847662925612394,0.8111371523146419,0.7520592345820922,0.8785773270482548,0.7237221037686007,0.8028274986655257,0.877913708659606,0.7800791435577697,0.7685066008627462,0.6544752281192303,0.754434714299012,0.8259413636697992,0.7371003601953048,0.8955712392682247,0.8732599523258608,0.8979203774064564,0.8359043495984567,0.7430455168429688,0.7177565652876194,0.6829832180858268,0.8261899572505885,0.8864967274515565,0.8467121937671667,0.7278794367611817,0.8563284420199475,0.8869572871704575,0.68218199250734,0.7313948168631336,0.8592759321097878,0.9252492437926689,0.9307616644460651,0.8833633677705522,1.0,0.6152709909241018,0.8441115190436937,0.8518773798152768,0.8823941862174148,0.7939682994152459,0.7708230524647833,0.8561426184693853,0.6080044450817591,0.5721644451959987,0.6273198624555545,0.8274008082114721
Physicians & Surgeons,0.5370135150349513,0.46926397975906936,0.6061810655237198,0.37964530752130865,0.3144722091378137,0.6878474794165171,0.9429666395450951,0.34719254200968946,0.7267510221716206,0.4983384770097389,0.19882637827303856,0.10632175289659176,0.8140727891147823,0.7466204817551805,0.8606910857568473,0.7606253325070437,0.6202970550218034,0.5632896744221814,0.6466001210026904,0.2632033163221448,0.15872794229116663,0.17660460497265754,0.3740630014517118,0.6805910913733834,0.727996817997826,0.13227135591109798,0.5615825163403981,0.5590744897475626,0.1545404400876717,0.19122975176141302,0.3497833110182881,0.7258203162027163,0.5965005181791432,0.7802651461036676,0.6152709909241018,1.0,0.3579145651910873,0.5481592350891447,0.41904406781116965,0.4078719385972474,0.1878990844786735,0.5748802622863792,0.04959753233362188,0.9728434794633543,0.9834263884008284,0.7514920720281731
Production & Manufacturing,0.8842189789045364,0.971148454538384,0.8802977394954693,0.9399177233195133,0.9198154517341955,0.8660986965628875,0.4685447500169028,0.9858146914625218,0.8681714544003544,0.9128121011145491,0.968451597180315,0.877792774821226,0.6654191626114593,0.7231792256001652,0.6672499165618951,0.8207000329203322,0.9228166329361985,0.9627990488524593,0.8925279320865942,0.9290340933223267,0.9190665367049662,0.8851282807858148,0.943253780103902,0.9095313238311857,0.8600688537090356,0.9504540710861629,0.9204691098458282,0.9470359583734642,0.9074250547732943,0.9279329915170741,0.9770177776520542,0.8769869113029263,0.9236442408117265,0.8242620218794978,0.8441115190436937,0.3579145651910873,1.0,0.9229852394971453,0.9380784564502871,0.9513442932348009,0.9455878516393571,0.9455798466963984,0.8514138998137164,0.3661550056886212,0.4050752649908748,0.8073259138387145
Project Management,0.9463305589578198,0.9741477153811628,0.975055044753587,0.9733013291424826,0.945364965447821,0.8699005530647695,0.6502224923684619,0.8941739843537899,0.9268501184927879,0.8115626160222374,0.8685437473083917,0.879724250723668,0.6659620115119351,0.7229402031164499,0.7943087578682029,0.9224218168840742,0.9186238823288811,0.9758087033369229,0.9304243818845562,0.9356632755763994,0.9058267368473221,0.9092967218166187,0.9702186877733773,0.9006057737529632,0.959637246446662,0.8212628239269794,0.9738693671810947,0.9848027696522544,0.8853854885451983,0.921828026216633,0.934683342250386,0.9306084829028722,0.9336856624974921,0.8550648606417061,0.8518773798152768,0.5481592350891447,0.9229852394971453,1.0,0.880130350070231,0.932706264144058,0.9095897564649584,0.9561163686354585,0.8444774226987094,0.5478359983673327,0.557654850848203,0.8081130327487794
Retail,0.8900651349036599,0.9370789649253523,0.8360055564573174,0.897281654044891,0.851756523390914,0.8814383267406593,0.5355686908341196,0.9375575883646414,0.8456451397251059,0.8682439288627974,0.9334700692633217,0.7888938971829577,0.7002462167261958,0.7832166301463876,0.6498441747173497,0.8160405702700245,0.9361746746383255,0.9435492206967788,0.8697033288468744,0.860383017316358,0.8413349313463984,0.8049538194733828,0.8762170226295826,0.9001874753936628,0.8396282601585242,0.9161506717363369,0.8997286013516059,0.9319776032240746,0.8249078456107293,0.8599489801970145,0.935659099768469,0.8775977914772135,0.9012027662345712,0.8359620498034277,0.8823941862174148,0.41904406781116965,0.9380784564502871,0.880130350070231,1.0,0.9089970963490418,0.874108797585192,0.9117984632595098,0.7539357539243331,0.4296417604867388,0.471622881579888,0.8354176262062196
Sales,0.858508535203856,0.9494271164781791,0.880138969120554,0.9590568799036511,0.9412228978975375,0.8347266658364695,0.47113648405094005,0.9414531798648844,0.8549403488185217,0.8587807472015601,0.9483272731270519,0.8781636244803929,0.6460433007686242,0.6874916219475411,0.684694855106691,0.7964531172007783,0.9244129084844516,0.9542539931974768,0.9057173900903092,0.9414219599807668,0.8940667464615838,0.8947073304148155,0.9149315622918429,0.8828652692762196,0.9036803082134344,0.9071824833071794,0.9404858030890145,0.9527207465261351,0.9341774962369505,0.9254661279615063,0.9382820147140717,0.8592748770135581,0.8647019579055969,0.8046083849556988,0.7939682994152459,0.4078719385972474,0.9513442932348009,0.932706264144058,0.9089970963490418,1.0,0.8980107674028159,0.9199087320424445,0.8535759097053783,0.44155000704407,0.4627906716851083,0.7927685011639785
Scientific Research & Development,0.8841541695567673,0.9461218726321194,0.8633030603019601,0.9535863123763757,0.9434357642558212,0.7456677289754856,0.351236832266856,0.915019265579378,0.7761108454236392,0.7594377513438753,0.9427141054308684,0.9593645934919384,0.45928612617931974,0.5568718486728739,0.539036714894583,0.7493484076793332,0.8080321705084724,0.9010439012819115,0.7985931185662377,0.9585138134331808,0.9816270419048228,0.9588121701987311,0.9661225269444829,0.7780936132716191,0.7792177439815435,0.9232592970945587,0.8796514647985588,0.9031764404605898,0.9469659642241585,0.9807023591586334,0.9657502154268918,0.7936465245442617,0.8717677294206426,0.6850357492268362,0.7708230524647833,0.1878990844786735,0.9455878516393571,0.9095897564649584,0.874108797585192,0.8980107674028159,1.0,0.8724103232901889,0.9393125859479818,0.18239070260767498,0.2102131770948657,0.636678585027071
Security & Public Safety,0.8937492051265506,0.9672123224550505,0.9418248280727696,0.919321791055372,0.8734983548201025,0.9345044397921056,0.6727088835887749,0.9482355207856551,0.9596856264919225,0.914684835878841,0.8782853169062347,0.7934509015141417,0.7831512832137887,0.8100284088966291,0.837312058482767,0.9181259726433261,0.9678468665182788,0.9817657090811127,0.9624543887043281,0.8797307416235213,0.845777817956309,0.8232529176626302,0.9195412115921973,0.9598653729185702,0.9431895219637287,0.8380466167007599,0.94927238361028,0.9694041202967273,0.822911943163862,0.8629178158824774,0.9272032951936208,0.9440575160839524,0.9481829833425927,0.9176667881185006,0.8561426184693853,0.5748802622863792,0.9455798466963984,0.9561163686354585,0.9117984632595098,0.9199087320424445,0.8724103232901889,1.0,0.7554011098146841,0.5837175774562151,0.610880201622578,0.888974134370197
Software Development,0.7840303898076686,0.8424367874079762,0.7522606077907895,0.9084798329963912,0.9537094043315205,0.5514556762431948,0.15596267296325106,0.8081068814904272,0.6123853841178193,0.6055178031036464,0.880042316668337,0.9949337069415011,0.24776416712117594,0.3666751438731479,0.3829218590239296,0.5999340182867848,0.6726654826790851,0.7935508007308929,0.6638094338170135,0.9631033070848829,0.9693896769590713,0.9881305521636394,0.912388373294055,0.6160659890580309,0.694579571569041,0.8836786117986277,0.8154225075303124,0.8146560807251383,0.9677075028747113,0.9685545385223358,0.8752206244396803,0.645344192629164,0.7145431825163538,0.5144151882089242,0.6080044450817591,0.04959753233362188,0.8514138998137164,0.8444774226987094,0.7539357539243331,0.8535759097053783,0.9393125859479818,0.7554011098146841,1.0,0.04463923662951568,0.05618878866086469,0.47737006949194505
Sports,0.5009005353990279,0.47078795430970244,0.6100682870143713,0.39302464323849795,0.3100573067601297,0.7066990864896826,0.9190891202014819,0.3775346022345703,0.7361408529999001,0.5363867862443954,0.23059190396989018,0.10517376093867851,0.821538732612175,0.7184028572921899,0.879654339400132,0.7411710364194178,0.6493487179894168,0.5668421719198354,0.6802249298920529,0.2649800946085431,0.16244339685039086,0.1735951614452126,0.36250073271979916,0.6913848221151598,0.7352407342416601,0.1465733970207754,0.5566093048147656,0.5599521922454002,0.16846504500922965,0.20276913442318134,0.34488833108343264,0.7015587466600508,0.5639503977439376,0.7692540453980056,0.5721644451959987,0.9728434794633543,0.3661550056886212,0.5478359983673327,0.4296417604867388,0.44155000704407,0.18239070260767498,0.5837175774562151,0.04463923662951568,1.0,0.9828665608987996,0.7590758497259165
Therapy,0.5323583835702543,0.5013557646102483,0.6089789390719641,0.4054991908932836,0.3246421496506275,0.7330537487634642,0.9251619535788074,0.40960753698180347,0.7570191198731766,0.565846396862862,0.26470869237276856,0.1134227445497698,0.8561950404071772,0.779221736426818,0.8753724840973109,0.7524425821924116,0.676367826613527,0.5967353524949403,0.6895884725076881,0.2883750792773611,0.17058666510647363,0.18315909877587705,0.3752934164611809,0.7227515645468412,0.7493741925341233,0.19163654185152906,0.5886861385963492,0.5852620142873135,0.19231777713780115,0.21656607576872272,0.38327618307560735,0.7425227653045076,0.6089365318638109,0.8211353746691014,0.6273198624555545,0.9834263884008284,0.4050752649908748,0.557654850848203,0.471622881579888,0.4627906716851083,0.2102131770948657,0.610880201622578,0.05618878866086469,0.9828665608987996,1.0,0.7960603093389709
Veterinary,0.8021573722208606,0.8318496815959057,0.813382163701553,0.7314365153715127,0.6807820201977968,0.9393216376050104,0.7810171935866538,0.823461402717448,0.9074431677972182,0.894530048209342,0.7125990537052903,0.5278433768560754,0.941449168368783,0.8877771019947968,0.8508453060311634,0.8778439295460434,0.926868314330505,0.8843471675269026,0.8861412788506451,0.655830661838954,0.5961457416712844,0.5687926728074565,0.7217970023901672,0.9573735644789882,0.8894859510627513,0.685574910163351,0.8365131977606394,0.857627930959524,0.5864407163494958,0.6186071282500164,0.7773636555409148,0.9174734302491593,0.8670017170293653,0.949062072073363,0.8274008082114721,0.7514920720281731,0.8073259138387145,0.8081130327487794,0.8354176262062196,0.7927685011639785,0.636678585027071,0.888974134370197,0.47737006949194505,0.7590758497259165,0.7960603093389709,1.0
